NR;MIASTO;ULICA;X;Y;Z;PAR1;PAR2;PAR3;PAR4;PAR5;PAR6
788;GEEL;JANSSEN-PHARMACEUTICALAAN;191711,326;201392,156;20,087;10,3;1,2;1,7;7;37,0;0
789;GEEL;JANSSEN-PHARMACEUTICALAAN;191745,625;201381,727;20,041;12,5;1,5;2,7;8;37,5;15
790;GEEL;JANSSEN-PHARMACEUTICALAAN;191780,302;201373,848;19,987;11,2;-3,1;0,0;9;33,2;20
791;GEEL;JANSSEN-PHARMACEUTICALAAN;191814,792;201366,123;19,960;8,7;-1,5;2,6;8;33,7;0
792;GEEL;JANSSEN-PHARMACEUTICALAAN;191849,442;201358,288;19,963;12,8;-2,9;3,0;9;27,9;30
793;GEEL;JANSSEN-PHARMACEUTICALAAN;191884,341;201350,366;19,943;12,2;-3,4;2,1;6;20,2;25
794;GEEL;JANSSEN-PHARMACEUTICALAAN;191918,892;201342,515;19,910;9,4;-1,5;2,4;6;35,7;30
795;GEEL;JANSSEN-PHARMACEUTICALAAN;191953,073;201334,683;19,878;12,1;3,3;1,9;6;29,6;30
796;GEEL;JANSSEN-PHARMACEUTICALAAN;191987,717;201326,802;19,867;11,2;-1,1;3,2;7;23,0;15
797;GEEL;JANSSEN-PHARMACEUTICALAAN;192022,125;201319,074;19,846;8,8;-2,8;0,0;8;33,9;25
798;GEEL;JANSSEN-PHARMACEUTICALAAN;192057,174;201311,098;19,815;8,4;3,7;0,8;8;34,9;10
799;GEEL;JANSSEN-PHARMACEUTICALAAN;192091,738;201303,251;19,797;10,8;1,9;3,1;5;39,2;15
800;GEEL;JANSSEN-PHARMACEUTICALAAN;192126,482;201295,360;19,779;10,4;-0,9;3,6;5;26,6;25
801;GEEL;JANSSEN-PHARMACEUTICALAAN;192161,101;201287,526;19,761;12,7;-3,2;3,7;6;27,9;5
802;GEEL;JANSSEN-PHARMACEUTICALAAN;192195,513;201279,755;19,753;8,3;-3,2;3,7;9;32,5;20
803;GEEL;JANSSEN-PHARMACEUTICALAAN;192230,029;201271,867;19,728;10,7;1,3;1,8;10;36,8;10
804;GEEL;JANSSEN-PHARMACEUTICALAAN;192263,967;201264,196;19,666;9,0;-1,5;3,7;9;37,0;10
805;GEEL;JANSSEN-PHARMACEUTICALAAN;192298,283;201256,378;19,634;11,9;4,0;1,3;6;35,4;15
806;GEEL;JANSSEN-PHARMACEUTICALAAN;192333,475;201248,320;19,620;11,4;-1,1;3,2;5;26,2;10
807;GEEL;JANSSEN-PHARMACEUTICALAAN;192367,939;201237,791;19,656;8,3;0,0;2,6;5;28,6;30
808;GEEL;JANSSEN-PHARMACEUTICALAAN;192401,906;201226,059;19,704;9,3;3,1;1,5;6;29,2;5
809;GEEL;JANSSEN-PHARMACEUTICALAAN;192436,241;201214,007;19,737;12,5;2,2;3,7;6;24,6;5
810;GEEL;JANSSEN-PHARMACEUTICALAAN;192469,772;201202,129;19,788;8,6;-2,7;3,9;10;33,1;15
811;GEEL;JANSSEN-PHARMACEUTICALAAN;192504,016;201190,257;19,814;8,1;-2,4;1,5;9;25,9;30
812;GEEL;JANSSEN-PHARMACEUTICALAAN;192538,600;201178,117;19,822;8,5;2,6;3,1;8;36,2;20
813;GEEL;JANSSEN-PHARMACEUTICALAAN;192571,978;201166,334;19,842;12,3;-3,0;1,3;10;28,1;20
814;GEEL;JANSSEN-PHARMACEUTICALAAN;192606,306;201154,364;19,871;10,1;3,9;3,3;8;29,6;20
815;GEEL;JANSSEN-PHARMACEUTICALAAN;192640,648;201142,344;19,921;9,9;-2,4;2,0;7;32,2;15
816;GEEL;JANSSEN-PHARMACEUTICALAAN;192674,592;201130,472;19,957;9,4;1,0;0,5;6;25,9;0
817;GEEL;BELL-TELEPHONELAAN;190406,365;202123,794;21,452;9,2;-2,0;0,8;6;33,3;5
818;GEEL;BELL-TELEPHONELAAN;190437,167;202106,086;21,454;10,1;0,3;2,7;6;37,9;10
819;GEEL;BELL-TELEPHONELAAN;190468,361;202088,328;21,478;9,9;3,8;0,5;9;20,2;10
820;GEEL;BELL-TELEPHONELAAN;190499,361;202070,563;21,470;12,6;-0,3;1,6;6;24,9;20
821;GEEL;BELL-TELEPHONELAAN;190530,912;202052,519;21,479;12,5;1,0;1,3;7;26,9;0
822;GEEL;BELL-TELEPHONELAAN;190562,277;202034,624;21,475;12,6;-3,8;1,4;7;32,1;10
823;GEEL;BELL-TELEPHONELAAN;190593,328;202016,867;21,475;10,8;-0,0;4,0;6;33,5;20
824;GEEL;BELL-TELEPHONELAAN;190624,670;201998,925;21,481;8,6;0,8;3,4;7;32,8;5
825;GEEL;BELL-TELEPHONELAAN;190655,460;201981,328;21,505;8,3;2,8;1,8;10;35,7;10
826;GEEL;BELL-TELEPHONELAAN;190686,831;201963,435;21,502;10,5;2,9;2,9;6;22,4;15
827;GEEL;BELL-TELEPHONELAAN;190718,259;201945,495;21,504;12,6;-3,1;4,0;10;27,0;5
828;GEEL;BELL-TELEPHONELAAN;190749,143;201927,866;21,512;11,8;-3,8;3,5;9;20,9;25
829;GEEL;BELL-TELEPHONELAAN;190780,450;201910,013;21,545;9,0;2,0;1,3;10;30,5;15
830;GEEL;BELL-TELEPHONELAAN;190813,281;201894,521;21,561;9,0;-1,3;1,3;9;23,9;5
831;GEEL;BELL-TELEPHONELAAN;190848,740;201884,922;21,564;11,1;-3,2;3,3;9;26,3;10
832;GEEL;BELL-TELEPHONELAAN;190884,275;201881,324;21,541;12,7;-1,9;3,8;7;34,3;25
833;GEEL;BELL-TELEPHONELAAN;190921,211;201884,514;21,474;9,8;3,9;1,1;5;20,4;25
834;GEEL;BELL-TELEPHONELAAN;190956,852;201889,412;21,348;10,6;-1,7;0,4;6;20,3;0
835;GEEL;BELL-TELEPHONELAAN;190992,480;201894,481;21,223;9,7;0,9;3,4;8;33,9;30
836;GEEL;BELL-TELEPHONELAAN;191028,253;201899,523;21,107;12,2;0,0;4,0;7;33,0;20
837;GEEL;BELL-TELEPHONELAAN;191064,539;201904,536;20,703;10,4;-0,0;0,0;5;24,4;15
838;GEEL;BELL-TELEPHONELAAN;191098,599;201905,358;20,997;9,6;-3,8;3,3;6;25,7;5
839;GEEL;BELL-TELEPHONELAAN;191133,336;201900,201;20,915;12,6;-0,2;2,1;6;25,9;10
840;GEEL;BELL-TELEPHONELAAN;191167,028;201888,919;20,756;9,1;-3,9;2,3;8;20,0;25
841;GEEL;BELL-TELEPHONELAAN;191197,887;201872,441;20,659;8,7;-3,6;3,9;7;27,3;15
842;GEEL;BELL-TELEPHONELAAN;191225,380;201849,555;20,591;12,2;2,6;3,4;7;20,4;25
843;GEEL;BELL-TELEPHONELAAN;191240,859;201830,503;20,552;11,6;2,7;1,2;8;28,8;20
844;GEEL;VAN-DOORNELAAN;189896,722;201953,836;19,708;11,5;1,8;2,5;10;26,1;30
845;GEEL;VAN-DOORNELAAN;189926,895;201936,673;19,630;10,8;-1,4;0,2;6;25,5;5
846;GEEL;VAN-DOORNELAAN;189956,847;201919,584;19,608;8,7;-1,9;3,0;8;30,5;25
847;GEEL;VAN-DOORNELAAN;189986,680;201901,821;19,611;11,5;4,0;4,0;9;35,8;5
848;GEEL;VAN-DOORNELAAN;190022,106;201892,282;19,528;12,0;-1,9;2,3;9;25,7;15
849;GEEL;VAN-DOORNELAAN;190056,471;201894,904;19,466;8,9;-0,0;1,0;9;37,9;10
850;GEEL;VAN-DOORNELAAN;190087,080;201917,498;19,353;8,3;0,9;3,8;6;25,7;15
850;GEEL;VAN-DOORNELAAN;190087,080;201917,498;19,353;11,4;-1,2;3,0;7;22,2;25
851;GEEL;VOSSENDAAL;190110,012;201931,233;19,478;11,3;3,9;2,7;7;22,0;5
851;GEEL;VOSSENDAAL;190110,012;201931,233;19,478;10,9;3,1;2,8;5;38,6;25
852;GEEL;VOSSENDAAL;190141,535;201951,206;19,525;11,2;0,4;0,5;10;35,8;25
853;GEEL;VOSSENDAAL;190179,790;201956,026;19,474;11,3;-3,2;0,1;7;28,2;20
854;GEEL;VOSSENDAAL;190217,689;201951,650;19,411;9,4;2,8;3,1;9;22,1;10
855;GEEL;VOSSENDAAL;190253,152;201938,174;19,363;8,3;-1,2;3,2;10;26,5;5
856;GEEL;VOSSENDAAL;190282,447;201921,591;19,322;9,5;-1,1;2,0;6;36,7;10
857;GEEL;VOSSENDAAL;190311,278;201905,154;19,264;8,5;-0,6;2,3;7;31,6;10
858;GEEL;VOSSENDAAL;190340,572;201888,350;19,218;12,7;-1,1;2,9;6;34,2;15
859;GEEL;VOSSENDAAL;190369,368;201871,872;19,144;9,4;0,3;2,7;9;35,3;10
860;GEEL;VOSSENDAAL;190398,615;201855,125;19,055;11,7;0,8;1,5;7;27,1;0
861;GEEL;VOSSENDAAL;190427,605;201838,687;19,026;11,3;1,6;2,6;6;28,1;0
862;GEEL;VOSSENDAAL;190456,338;201822,273;18,977;8,8;2,9;3,4;9;25,1;10
863;GEEL;VOSSENDAAL;190485,365;201805,671;18,920;10,9;2,2;3,2;5;24,3;0
864;GEEL;VOSSENDAAL;190514,435;201789,137;18,860;8,8;-2,4;2,1;9;22,8;10
865;GEEL;VOSSENDAAL;190543,484;201772,493;18,808;8,9;0,6;0,5;5;33,8;5
866;GEEL;VOSSENDAAL;190572,378;201756,029;18,749;10,5;1,8;0,3;5;35,6;20
867;GEEL;VOSSENDAAL;190601,287;201739,489;18,855;9,7;1,2;1,8;10;25,3;30
868;GEEL;VOSSENDAAL;190626,863;201727,174;19,623;10,7;3,3;0,9;9;32,1;15
869;GEEL;LIESSEL;190208,759;201421,597;19,370;10,2;1,6;1,6;9;38,4;10
870;GEEL;LIESSEL;190220,017;201436,418;19,327;10,8;0,2;3,4;9;35,7;0
871;GEEL;LIESSEL;190270,417;201452,311;19,411;12,6;2,6;0,5;7;27,8;15
872;GEEL;LIESSEL;190328,593;201494,492;19,395;11,4;3,0;0,4;7;21,2;10
873;GEEL;LIESSEL;190375,166;201528,163;19,362;11,2;-0,5;2,3;6;23,0;10
874;GEEL;LIESSEL;190447,409;201580,288;19,324;11,0;-2,1;1,4;5;34,0;15
875;GEEL;LIESSEL;190510,079;201624,584;19,256;12,3;-1,3;1,0;8;35,3;30
876;GEEL;LIESSEL;190573,917;201671,080;19,434;8,7;-2,9;0,5;5;32,4;10
877;GEEL;LIESSEL;190639,492;201718,732;19,629;11,3;-3,5;0,4;9;36,3;20
878;GEEL;LIESSEL;190705,140;201766,481;19,727;10,3;1,0;2,9;9;36,7;20
879;GEEL;LIESSEL;190738,257;201787,756;19,715;9,3;1,9;0,8;7;20,0;10
880;GEEL;LIESSEL;190847,061;201769,720;19,762;9,7;2,8;1,0;8;22,7;20
881;GEEL;LIESSEL;191231,034;201802,349;21,213;12,1;1,3;0,3;7;38,8;10
882;GEEL;LIESSEL;191077,307;201815,872;19,308;8,1;-3,2;3,7;10;30,4;15
883;GEEL;WESTERLOSEWEG;190334,025;198728,064;17,752;9,6;2,6;1,8;6;29,8;25
884;GEEL;WESTERLOSEWEG;190334,990;198707,035;17,953;10,1;1,6;1,2;7;36,7;10
885;GEEL;WESTERLOSEWEG;190301,877;198691,366;17,850;9,0;0,6;0,7;8;29,7;25
886;GEEL;WESTERLOSEWEG;190269,990;198677,247;17,796;8,8;2,8;3,3;9;34,9;25
887;GEEL;WESTERLOSEWEG;190226,169;198656,327;17,918;10,7;-2,6;2,3;6;35,0;0
888;GEEL;WESTERLOSEWEG;190186,545;198630,373;18,083;12,7;-3,8;0,1;9;38,3;25
889;GEEL;WESTERLOSEWEG;190155,700;198609,953;18,304;10,6;-2,3;3,6;7;39,2;0
890;GEEL;WESTERLOSEWEG;190122,679;198587,077;18,603;10,6;-0,9;2,9;8;32,6;0
891;GEEL;WESTERLOSEWEG;190094,962;198567,885;18,913;11,4;-0,4;2,7;10;23,4;25
892;GEEL;WESTERLOSEWEG;190060,657;198543,765;19,149;11,4;-0,3;2,3;9;25,9;10
893;GEEL;WESTERLOSEWEG;190022,118;198517,444;19,078;9,5;1,8;0,2;8;36,1;10
894;GEEL;WESTERLOSEWEG;189991,007;198495,826;18,844;9,8;3,0;2,9;6;25,7;20
895;GEEL;ZAMMELSEWEG;192402,590;199886,786;18,115;8,2;2,1;1,4;7;24,6;15
896;GEEL;ZAMMELSEWEG;192366,792;199862,904;18,228;11,7;0,6;2,7;8;27,6;20
897;GEEL;ZAMMELSEWEG;192330,906;199842,061;18,266;9,7;-0,9;3,8;9;36,4;20
898;GEEL;ZAMMELSEWEG;192294,580;199823,622;18,394;10,7;0,6;3,9;7;38,5;25
899;GEEL;ZAMMELSEWEG;192274,419;199855,562;18,721;10,1;-1,8;0,6;7;36,8;10
900;GEEL;ZAMMELSEWEG;192256,911;199789,375;18,349;9,1;3,2;2,2;6;33,8;5
901;GEEL;ZAMMELSEWEG;192208,594;199763,808;18,433;10,9;2,2;1,5;10;23,4;20
902;GEEL;ZAMMELSEWEG;192164,612;199738,833;18,522;8,9;3,1;1,2;6;37,2;15
903;GEEL;ZAMMELSEWEG;192122,682;199707,930;18,609;9,2;3,5;3,5;8;39,4;10
904;GEEL;ZAMMELSEWEG;192084,883;199678,058;18,682;11,1;3,4;3,5;7;20,5;25
905;GEEL;ZAMMELSEWEG;192049,845;199651,269;18,703;12,5;-0,8;0,4;6;29,1;15
906;GEEL;ZAMMELSEWEG;192001,207;199622,324;18,555;9,4;-0,2;3,1;6;20,9;10
907;GEEL;ZAMMELSEWEG;191944,170;199595,446;18,384;9,2;2,0;1,3;7;33,0;25
908;GEEL;ZAMMELSEWEG;191895,802;199573,590;18,302;9,0;-2,5;1,3;6;21,4;5
909;GEEL;ZAMMELSEWEG;191840,919;199546,734;18,244;10,1;1,9;1,1;8;28,1;25
910;GEEL;ZAMMELSEWEG;191797,828;199511,206;18,240;8,1;-2,2;0,5;7;31,0;15
911;GEEL;ZAMMELSEWEG;191759,063;199472,266;18,190;9,6;-0,3;2,5;8;24,5;25
912;GEEL;ZAMMELSEWEG;191720,819;199437,005;18,177;10,9;3,5;3,8;9;38,7;10
913;GEEL;ZAMMELSEWEG;191676,542;199400,858;18,143;11,9;-1,6;0,3;6;27,5;15
914;GEEL;ZAMMELSEWEG;191633,955;199370,826;18,074;9,0;-2,9;0,5;10;21,3;15
915;GEEL;ZAMMELSEWEG;191586,034;199337,189;17,945;10,2;1,7;0,6;7;35,2;25
916;GEEL;ZAMMELSEWEG;191542,797;199308,664;17,846;8,0;2,4;3,8;5;35,8;0
917;GEEL;ZAMMELSEWEG;191498,853;199280,563;17,793;10,1;2,9;3,5;8;28,0;0
918;GEEL;ZAMMELSEWEG;191452,831;199251,941;17,703;11,5;2,7;2,8;7;32,4;20
919;GEEL;ZAMMELSEWEG;191402,072;199224,279;17,656;10,3;-2,9;3,0;7;21,9;15
920;GEEL;ZAMMELSEWEG;191345,391;199197,239;17,730;11,3;0,6;3,4;9;36,5;0
921;GEEL;ZAMMELSEWEG;191294,526;199174,613;17,869;8,3;2,3;2,9;7;22,1;20
922;GEEL;ZAMMELSEWEG;191243,883;199154,011;17,846;10,9;3,7;2,7;7;21,0;0
923;GEEL;ZAMMELSEWEG;191189,465;199134,663;17,769;8,6;1,8;4,0;10;20,3;15
924;GEEL;ZAMMELSEWEG;191131,501;199114,430;17,504;12,4;1,6;3,8;5;26,5;10
925;GEEL;ZAMMELSEWEG;191058,780;199088,674;17,559;10,8;-1,2;0,2;10;32,4;5
926;GEEL;ZAMMELSEWEG;190974,708;199059,201;17,419;9,7;-2,2;2,9;10;38,0;25
927;GEEL;ZAMMELSEWEG;190900,393;199033,700;17,238;9,1;-1,5;4,0;10;33,5;15
928;GEEL;ZAMMELSEWEG;190859,729;199019,488;17,283;12,4;-1,6;3,9;5;34,2;30
929;GEEL;ZAMMELSEWEG;190796,441;198997,871;17,288;8,9;0,5;3,3;6;36,1;5
930;GEEL;ZAMMELSEWEG;190764,312;198989,429;17,190;9,0;1,9;2,3;6;28,7;0
931;GEEL;ZAMMELSEWEG;190734,015;198982,190;17,155;10,4;3,2;3,6;8;39,6;25
932;GEEL;ZAMMELSEWEG;190682,111;198971,109;17,063;12,3;-1,2;0,1;10;21,7;10
933;GEEL;ZAMMELSEWEG;190650,789;198960,101;17,209;12,4;-0,3;0,4;9;32,9;10
934;GEEL;ZAMMELSEWEG;190626,762;198939,525;17,194;12,9;-0,0;2,8;9;31,1;20
935;GEEL;ZAMMELSEWEG;190588,096;198904,826;17,272;9,1;-2,9;1,8;10;31,6;25
936;GEEL;ZAMMELSEWEG;190551,550;198870,536;17,282;8,5;-2,0;0,5;10;27,3;10
937;GEEL;ZAMMELSEWEG;190526,014;198854,050;17,429;10,6;0,3;0,5;7;25,0;15
938;GEEL;ZAMMELSEWEG;190502,951;198836,385;17,338;8,8;3,4;2,8;7;31,1;30
939;GEEL;ZAMMELSEWEG;190466,444;198808,138;17,431;9,6;3,4;0,3;7;39,9;20
940;GEEL;ZAMMELSEWEG;190433,459;198782,857;17,455;12,1;3,9;0,7;6;28,1;5
941;GEEL;ZAMMELSEWEG;190409,199;198763,374;17,579;10,3;-1,8;3,4;9;28,2;25
942;GEEL;ZAMMELSEWEG;190369,811;198731,321;17,962;9,1;0,9;1,0;9;31,3;20
944;GEEL;EINDHOUTSEWEG;192577,471;199871,607;18,779;9,7;2,4;3,8;9;30,3;20
945;GEEL;EINDHOUTSEWEG;192599,519;199877,320;18,812;9,7;0,1;2,6;9;20,5;0
946;GEEL;EINDHOUTSEWEG;192621,693;199884,708;19,045;11,7;-3,1;1,1;9;22,5;15
947;GEEL;EINDHOUTSEWEG;192541,058;199997,365;18,378;10,0;-1,5;1,5;5;37,4;5
948;GEEL;EINDHOUTSEWEG;192543,539;199976,676;18,420;8,2;-1,9;1,7;8;28,2;20
949;GEEL;EINDHOUTSEWEG;192563,166;199968,692;18,594;12,4;-2,3;1,7;9;28,8;10
950;GEEL;EINDHOUTSEWEG;192568,407;199946,504;18,866;8,6;3,1;1,6;6;20,5;25
951;GEEL;EINDHOUTSEWEG;192587,361;199937,580;18,984;12,7;2,4;0,2;7;37,2;0
952;GEEL;EINDHOUTSEWEG;192594,307;199912,030;19,155;11,1;-3,3;1,9;10;35,8;15
953;GEEL;EINDHOUTSEWEG;192615,952;199903,261;19,104;9,8;-1,2;0,5;6;23,9;20
954;GEEL;EINDHOUTSEWEG;192645,821;199879,206;18,752;9,9;-2,5;1,1;5;38,2;20
955;GEEL;EINDHOUTSEWEG;192659,177;199855,268;18,662;8,2;-3,8;3,1;7;27,0;20
956;GEEL;EINDHOUTSEWEG;192755,479;199823,641;18,588;10,3;0,7;3,3;9;36,2;10
957;GEEL;EINDHOUTSEWEG;192709,086;199827,322;18,410;10,9;-2,5;3,2;6;37,9;15
958;GEEL;EINDHOUTSEWEG;192761,101;199775,852;17,997;8,9;3,5;3,7;5;21,9;25
959;GEEL;EINDHOUTSEWEG;192818,221;199821,913;17,657;11,9;2,9;3,9;10;25,6;20
960;GEEL;EINDHOUTSEWEG;192849,901;199838,758;17,657;9,9;-3,4;2,4;9;27,1;0
961;GEEL;EINDHOUTSEWEG;192903,323;199791,394;17,570;8,3;-1,5;2,5;6;31,1;15
962;GEEL;EINDHOUTSEWEG;192963,557;199750,938;17,808;12,3;4,0;0,0;10;30,3;25
963;GEEL;EINDHOUTSEWEG;193036,676;199739,543;18,134;12,4;1,1;3,1;8;35,7;5
964;GEEL;EINDHOUTSEWEG;193109,374;199705,117;17,755;8,8;2,6;3,6;9;34,0;10
965;GEEL;EINDHOUTSEWEG;193176,984;199671,926;17,510;11,4;-2,0;0,2;10;31,3;15
966;GEEL;EINDHOUTSEWEG;193272,203;199668,063;17,198;12,9;3,8;1,5;6;32,5;5
967;GEEL;EINDHOUTSEWEG;193431,660;199607,577;17,051;12,1;-4,0;1,4;9;22,4;15
968;GEEL;EINDHOUTSEWEG;193553,301;199530,020;17,239;10,9;2,8;1,2;6;22,2;5
969;GEEL;EINDHOUTSEWEG;193635,296;199463,272;17,599;12,5;-1,9;0,4;8;20,1;15
970;GEEL;EINDHOUTSEWEG;193698,517;199414,111;17,880;10,0;3,3;1,8;5;26,7;20
971;GEEL;VAN MERODESTRAAT;192370,585;200181,930;17,962;9,9;-2,5;0,6;9;21,6;15
972;GEEL;VAN MERODESTRAAT;192421,408;200121,002;18,047;8,1;2,9;2,7;5;20,1;5
973;GEEL;VAN MERODESTRAAT;192447,106;200090,442;18,120;8,2;0,2;2,5;6;36,8;20
974;GEEL;VAN MERODESTRAAT;192472,578;200059,886;18,162;12,6;-1,0;1,7;9;23,9;20
975;GEEL;VAN MERODESTRAAT;192498,014;200029,415;18,322;8,2;-2,4;3,9;5;22,4;25
976;GEEL;NEERSTRAAT;192707,317;200367,157;17,672;10,6;-3,0;2,5;9;26,4;0
977;GEEL;NEERSTRAAT;192679,038;200391,380;17,613;9,4;0,1;3,2;7;24,7;10
978;GEEL;NEERSTRAAT;192608,888;200456,503;17,454;10,2;-0,1;1,2;6;21,6;5
979;GEEL;NEERSTRAAT;192556,786;200466,446;17,323;8,6;0,3;1,5;8;39,6;0
980;GEEL;NEERSTRAAT;192481,061;200462,796;17,213;10,1;2,6;1,5;5;21,8;0
981;GEEL;NEERSTRAAT;192400,936;200457,727;17,238;10,0;0,2;2,9;5;31,6;20
982;GEEL;NEERSTRAAT;192336,497;200433,965;17,349;11,1;-1,6;2,4;7;36,3;25
983;GEEL;NEERSTRAAT;192260,134;200406,333;17,396;11,6;0,0;4,0;9;37,1;0
984;GEEL;NEERSTRAAT;192183,223;200378,842;17,412;10,4;-1,5;0,6;7;23,1;30
985;GEEL;NEERSTRAAT;192108,836;200352,620;17,423;9,9;0,3;0,1;9;39,7;10
986;GEEL;NEERSTRAAT;192034,349;200326,466;17,395;9,6;-2,9;3,8;8;22,2;0
987;GEEL;NEERSTRAAT;191998,442;200308,224;17,327;12,1;1,2;1,9;7;24,6;25
988;GEEL;NEERSTRAAT;191813,296;200274,119;17,250;10,5;-2,1;2,5;8;39,0;15
989;GEEL;NEERSTRAAT;191625,875;200127,073;17,132;9,1;-2,0;2,1;10;32,1;15
990;GEEL;NEERSTRAAT;191473,167;199976,562;16,796;8,5;3,9;0,8;7;29,2;25
991;GEEL;NEERSTRAAT;191385,701;199791,023;16,764;10,2;-0,3;3,8;7;37,2;10
992;GEEL;NEERSTRAAT;191288,942;199661,966;16,475;12,9;1,4;0,7;9;38,0;0
993;GEEL;NEERSTRAAT;191007,740;199523,972;16,470;11,9;-2,6;0,5;8;37,5;15
994;GEEL;NEERSTRAAT;190903,172;199483,795;16,349;8,4;-2,8;3,4;5;29,7;20
995;GEEL;NEERSTRAAT;190871,382;199463,038;16,363;8,9;1,5;3,0;8;28,2;30
996;GEEL;NEERSTRAAT;190839,261;199442,096;16,366;12,7;3,4;0,9;7;26,1;25
997;GEEL;NEERSTRAAT;190807,031;199421,072;16,420;8,4;-1,8;2,0;9;37,2;15
998;GEEL;NEERSTRAAT;190781,690;199405,014;16,431;12,0;-3,1;3,8;6;28,1;0
999;GEEL;NEERSTRAAT;190753,366;199380,179;16,348;8,5;-2,7;0,3;8;38,5;5
1000;GEEL;NEERSTRAAT;190726,126;199342,821;16,264;10,2;-2,5;2,2;7;21,3;5
1001;GEEL;NEERSTRAAT;190703,259;199312,685;16,250;11,2;-4,0;2,1;8;25,8;5
1002;GEEL;NEERSTRAAT;190680,242;199283,039;16,383;11,9;1,2;0,3;5;24,9;20
1003;GEEL;NEERSTRAAT;190654,009;199249,409;16,269;8,7;-1,7;0,6;6;35,0;5
1004;GEEL;NEERSTRAAT;190628,294;199215,047;16,380;8,8;-2,4;3,7;10;29,2;15
1005;GEEL;NEERSTRAAT;190632,228;199176,285;16,546;12,2;-0,1;1,5;5;29,5;20
1006;GEEL;NEERSTRAAT;190653,313;199145,136;16,618;12,1;0,4;3,1;10;24,1;10
1007;GEEL;NEERSTRAAT;190670,760;199108,307;16,719;12,2;2,9;4,0;10;28,4;25
1008;GEEL;NEERSTRAAT;190687,890;199071,898;16,808;9,5;-1,4;0,6;7;25,1;20
1009;GEEL;NEERSTRAAT;190704,880;199035,850;16,933;9,3;2,4;2,9;7;23,0;25
1010;GEEL;NEERSTRAAT;190720,068;199003,550;17,064;9,8;2,4;0,4;7;35,1;10
1011;GEEL;OOSTERLOSEWEG;192689,746;201657,533;18,712;12,7;3,9;0,9;9;20,8;10
1012;GEEL;OOSTERLOSEWEG;192681,118;201634,269;18,630;12,3;3,5;2,4;10;27,7;15
1013;GEEL;OOSTERLOSEWEG;192688,806;201573,928;18,734;12,5;1,5;3,4;7;29,7;20
1014;GEEL;OOSTERLOSEWEG;192696,333;201519,248;18,618;10,5;3,1;3,3;10;25,1;20
1015;GEEL;OOSTERLOSEWEG;192703,915;201456,097;18,482;8,5;-1,2;3,7;7;22,9;0
1016;GEEL;OOSTERLOSEWEG;192709,935;201410,733;18,562;9,2;-3,9;1,7;8;27,2;25
1017;GEEL;OOSTERLOSEWEG;192719,650;201343,608;18,271;9,3;3,7;0,9;9;24,9;10
1018;GEEL;OOSTERLOSEWEG;192725,580;201292,338;18,234;9,2;-3,4;1,1;7;27,5;20
1019;GEEL;OOSTERLOSEWEG;192728,121;201102,838;20,152;11,0;3,1;2,3;6;29,1;10
1020;GEEL;OOSTERLOSEWEG;192718,126;201063,893;22,108;12,3;-3,7;2,9;5;26,8;5
1021;GEEL;OOSTERLOSEWEG;192711,228;201023,859;23,844;9,5;-0,3;2,9;5;23,2;5
1022;GEEL;OOSTERLOSEWEG;192698,444;200935,224;23,559;12,1;-0,5;1,0;7;35,8;0
1023;GEEL;OOSTERLOSEWEG;192709,279;200892,586;22,140;12,2;4,0;3,6;8;21,7;20
1024;GEEL;OOSTERLOSEWEG;192732,493;200858,720;20,911;12,6;-0,9;1,5;10;31,7;15
1025;GEEL;OOSTERLOSEWEG;192758,312;200825,112;19,623;10,3;3,3;2,3;8;36,0;20
1026;GEEL;OOSTERLOSEWEG;192782,478;200791,134;18,448;8,8;-0,5;1,4;5;34,4;20
1027;GEEL;OOSTERLOSEWEG;192809,512;200734,987;17,645;9,5;-3,3;3,1;6;34,6;20
1028;GEEL;OOSTERLOSEWEG;192810,895;200692,184;17,806;9,4;-2,1;2,8;8;33,7;5
1029;GEEL;OOSTERLOSEWEG;192806,630;200658,458;17,826;8,6;-3,0;2,1;9;39,5;10
1030;GEEL;OOSTERLOSEWEG;192799,675;200615,885;17,910;12,8;-2,0;2,9;7;31,6;20
1031;GEEL;OOSTERLOSEWEG;192793,399;200575,452;17,948;10,8;0,8;0,5;5;31,6;0
1032;GEEL;OOSTERLOSEWEG;192786,109;200530,355;17,965;11,4;0,7;3,3;8;32,9;0
1033;GEEL;OOSTERLOSEWEG;192779,889;200491,429;18,056;9,0;1,0;4,0;8;31,3;5
1034;GEEL;OOSTERLOSEWEG;192772,758;200447,041;18,021;10,5;-2,7;2,0;8;23,8;15
1035;GEEL;OOSTERLOSEWEG;192765,936;200403,986;17,966;10,8;2,0;3,8;9;26,1;25
1036;GEEL;OOSTERLOSEWEG;192757,441;200358,252;17,845;8,2;2,1;0,4;8;32,3;25
1037;GEEL;OOSTERLOSEWEG;192738,675;200333,886;17,721;8,8;-2,0;1,5;5;36,7;0
1038;GEEL;OOSTERLOSEWEG;192714,444;200297,080;17,584;12,7;-0,6;2,1;6;37,7;20
1039;GEEL;OOSTERLOSEWEG;192690,800;200268,702;17,628;11,8;-1,4;0,5;6;26,2;0
1040;GEEL;OOSTERLOSEWEG;192667,322;200236,513;17,801;8,3;-1,3;2,7;10;25,9;10
1041;GEEL;OOSTERLOSEWEG;192650,913;200203,862;17,948;9,1;-1,6;2,9;7;27,0;0
